iter	PRAUC	Logloss
84	0.9385895464	0.3098700878
85	0.9387023022	0.3089309778
86	0.9389178464	0.3083265766
87	0.939111034	0.3076370729
88	0.9392164113	0.3071137976
89	0.9395991828	0.3064338734
90	0.9396914737	0.3059245853
91	0.9400821453	0.3047427948
92	0.9404912535	0.3039240096
93	0.9405753671	0.3031108362
94	0.9408432382	0.3024330011
95	0.941203982	0.301741351
96	0.9412749415	0.3010552696
97	0.9416517578	0.3001451505
98	0.941832113	0.2996458292
99	0.9422627076	0.2987111232
100	0.9423123735	0.2982407803
101	0.9425519515	0.2976660971
102	0.9426776499	0.2967447764
103	0.9427572875	0.2961737949
104	0.9429909592	0.2956168237
105	0.9430994358	0.2952546427
106	0.94345651	0.2943078161
107	0.9436202491	0.2938072375
108	0.943877583	0.2929740012
109	0.9440983715	0.2925150023
110	0.9442103224	0.2920446486
111	0.9443715874	0.2916401993
112	0.9444966867	0.2911122626
113	0.9446177054	0.2904782179
114	0.9447600649	0.2896085744
115	0.9449919892	0.2891065535
116	0.9451716084	0.2884968911
117	0.9453331289	0.2879855247
118	0.9453792775	0.2875478499
119	0.9456370675	0.287123295
120	0.9457446467	0.2866317513
121	0.9458881423	0.2861117593
122	0.9461472314	0.2855579836
123	0.9463076903	0.2850123296
124	0.9463733697	0.2845012947
125	0.9465446196	0.2840056804
126	0.9466732576	0.2835066675
127	0.9468463866	0.282941385
128	0.9470845321	0.2822103042
129	0.9471369735	0.2819544409
130	0.9472897535	0.2814319899
131	0.947439036	0.2808535629
132	0.947505243	0.2805193593
133	0.9475862904	0.2801998129
134	0.9476900404	0.2795251621
135	0.9478054432	0.2790712153
136	0.9478809504	0.2786802265
137	0.9479814287	0.2781237229
138	0.9482922676	0.2775210956
139	0.9485032849	0.2769907458
140	0.9486827466	0.2764477723
141	0.9487604791	0.2760917949
142	0.9488549009	0.2757164594
143	0.9489795341	0.2753911887
144	0.9491544423	0.274869348
145	0.9493142105	0.2742799225
146	0.9495003613	0.2737309994
147	0.9495771862	0.2735070012
148	0.9497331781	0.273141879
149	0.9499868574	0.2727136735
150	0.9501093035	0.2724125433
151	0.9501988932	0.2720816689
152	0.9503799163	0.2716234696
153	0.9505429194	0.2711239913
154	0.9506642133	0.2707828214
155	0.9507126677	0.2705916723
156	0.9508237739	0.2702973601
157	0.9509929499	0.2699093109
158	0.9511438672	0.269431959
159	0.9512035466	0.269193884
160	0.9513080481	0.2688747525
161	0.9515029469	0.2685165451
162	0.9516354273	0.2682626261
163	0.9517047204	0.2679085991
164	0.9517924256	0.267598423
165	0.9520094915	0.2671576325
166	0.9521105526	0.266724672
167	0.9522267863	0.2664030498
168	0.9524132017	0.2659723519
169	0.952485197	0.2656931277
170	0.9525899794	0.2653366093
171	0.9526895663	0.2650121285
172	0.9528151262	0.2646960801
173	0.9529443786	0.2643771552
174	0.9531299986	0.2639562875
175	0.9533152196	0.2636340246
176	0.953535532	0.2632192793
177	0.9536049043	0.2627759726
178	0.9536791377	0.2625462456
179	0.9538689184	0.2620662344
180	0.9540349905	0.2616766477
181	0.9541304809	0.2612797718
182	0.9542904525	0.2609616326
183	0.9543561755	0.2605952026
184	0.954464985	0.2602596693
185	0.9545992302	0.2598340322
186	0.9546723609	0.2594510196
187	0.9547358608	0.2592926909
188	0.9548355131	0.2590319018
189	0.9549740574	0.2586905154
190	0.9550793024	0.2583388236
191	0.9551467931	0.2581114558
192	0.9552899567	0.2577020985
193	0.9554145332	0.2573893869
194	0.9555078332	0.2571587233
195	0.9555154713	0.2570711893
196	0.95565032	0.2567242795
197	0.9556702875	0.2565646684
198	0.9557455755	0.2563197544
199	0.9558543273	0.2560040587
200	0.9559989861	0.2556657247
201	0.956121989	0.2552900462
202	0.9562469285	0.254993894
203	0.9563413502	0.2546347639
204	0.9565295363	0.2544460747
205	0.9566239459	0.2540816547
206	0.9567661978	0.2537460055
207	0.9568462327	0.2534258469
208	0.95693142	0.2531092681
209	0.9570247665	0.2528711641
210	0.9570779463	0.252673365
211	0.9571423153	0.2523867109
212	0.9572234259	0.252021088
213	0.9573197655	0.25176294
214	0.9575189474	0.2513567008
215	0.9575963065	0.2510820543
216	0.9577141189	0.2508382938
217	0.957797007	0.2505878398
218	0.957874494	0.2503520395
219	0.9579515353	0.2501453857
220	0.9580853002	0.2498438319
221	0.9582417457	0.2495738029
222	0.9583582022	0.2492634513
223	0.9584661212	0.2489213926
224	0.9585020049	0.2487891125
225	0.9586278919	0.2485160978
226	0.9587391808	0.2482440203
227	0.9589245583	0.2479151885
228	0.9589835726	0.247611789
229	0.9590125055	0.2474024167
230	0.9590521292	0.2472119445
231	0.9592807869	0.2468163655
232	0.9593220756	0.2466359372
233	0.9593893773	0.2464112305
234	0.9594593748	0.2461395412
235	0.9596658979	0.245795176
236	0.9597388215	0.2455647604
237	0.9597795631	0.245329483
238	0.9599438835	0.2450686692
239	0.9600244744	0.2448165441
240	0.9601531194	0.2445241202
241	0.9602029077	0.2442910523
242	0.9603381826	0.2438867701
243	0.9604141272	0.2437096363
244	0.9605069238	0.2435110963
245	0.9605980631	0.2432585947
246	0.960675885	0.2430818429
247	0.9607513516	0.24285976
248	0.9608697006	0.2426299747
249	0.9609031026	0.2424281977
250	0.9610318821	0.2421893861
251	0.9612035724	0.2418928024
252	0.961281737	0.2416914144
253	0.9613596299	0.24145786
254	0.9614541826	0.2412464738
255	0.9615402734	0.2409515038
256	0.9616444092	0.2406802463
257	0.9617584846	0.2404124067
258	0.9618898652	0.2401288785
259	0.9619848589	0.2398437908
260	0.9621576268	0.2396441366
261	0.9621929074	0.2394938781
262	0.9622863702	0.2392496991
263	0.9624092787	0.2389406436
264	0.962497938	0.2387433338
265	0.9625247743	0.2384442147
266	0.962669183	0.2381831118
267	0.9626895207	0.237989897
268	0.9628059948	0.2377887443
269	0.9628679122	0.237460301
270	0.9629654967	0.2372336533
271	0.9630346599	0.2369085395
272	0.9631765904	0.2365591557
273	0.9632360756	0.2363827821
274	0.9633177257	0.2361886105
275	0.9633989245	0.2358293846
276	0.9634609168	0.2356695939
277	0.9635766553	0.2352894984
278	0.9636263578	0.23503159
279	0.9636782017	0.2348671881
280	0.9637663563	0.2346801677
281	0.9639140196	0.234356477
282	0.9639690153	0.2341883241
283	0.9640260192	0.2339506464
284	0.9640769569	0.2337183377
285	0.9641792486	0.2335100199
286	0.9642179574	0.2333628332
287	0.9642608347	0.2332473886
288	0.9644085762	0.2329645898
289	0.9644425329	0.232826591
290	0.964484335	0.2325972801
291	0.9646322483	0.2323865817
292	0.9647193641	0.2321543551
293	0.9648958569	0.2317876699
294	0.9649227351	0.231658869
295	0.9649421386	0.2315101503
296	0.964970116	0.2313349334
297	0.9650328456	0.2310277297
298	0.9650744599	0.2308615239
299	0.965135057	0.2306330698
300	0.9652447226	0.230296469
301	0.965341458	0.230035311
302	0.965400577	0.2298271551
303	0.9654663203	0.2296072062
304	0.9654950667	0.2294856155
305	0.9655512458	0.2292868405
306	0.9656071287	0.2290942751
307	0.9656607624	0.2289467705
308	0.9657274146	0.2286688606
309	0.9658979598	0.2283772724
310	0.965946865	0.2282121428
311	0.9659982062	0.2279870429
312	0.9660764822	0.2277573362
313	0.966179643	0.2275124952
314	0.9662771154	0.2273031223
315	0.9663845417	0.227075396
316	0.9664898826	0.2268031803
317	0.9665892974	0.2264906302
318	0.9667102803	0.226192135
319	0.9668129671	0.2258979348
320	0.9668492113	0.2257138763
321	0.9669313914	0.2255045479
322	0.9669917513	0.2252803657
323	0.9670929364	0.2250939945
324	0.9671940028	0.2248479266
325	0.9672814932	0.2246554761
326	0.9673303611	0.22443255
327	0.9673978209	0.2242003381
328	0.9674666011	0.2239252025
329	0.967552925	0.2237036053
330	0.9676305734	0.2234469892
331	0.9677165212	0.2232285779
332	0.9677882148	0.2230258099
333	0.9678279636	0.2228561286
334	0.9679035407	0.2226017443
335	0.9679848976	0.2224188467
336	0.9681005889	0.2222013985
337	0.9681718431	0.2219701344
338	0.9682673162	0.2217258474
339	0.9683395342	0.2214742598
340	0.9684074447	0.2213236426
341	0.9685279762	0.2211501657
342	0.9686683272	0.2208337175
343	0.9687628504	0.2205113384
344	0.9687970535	0.220361947
345	0.9688904402	0.2201683817
346	0.9689905715	0.2199537544
347	0.9690774507	0.219722126
348	0.9691987224	0.219515924
349	0.9692744085	0.2193249319
350	0.9693273964	0.2190433458
351	0.9693828828	0.2188052897
352	0.9694181328	0.218602689
353	0.9695346649	0.2183507614
354	0.9695786165	0.2181983913
355	0.969624952	0.2180127908
356	0.969700802	0.2178309854
357	0.9697513322	0.2176862579
358	0.9698447855	0.217524932
359	0.9699158687	0.2172577427
360	0.9699812389	0.2170826395
361	0.9700246789	0.2168891591
362	0.9700878632	0.2166613139
363	0.9701164711	0.2165304101
364	0.9701948456	0.2163145476
365	0.9702568317	0.2160627421
366	0.9703473798	0.2158142236
367	0.9703933757	0.2156904817
368	0.9704374305	0.2155198592
369	0.9705063693	0.2153129167
370	0.9705588212	0.2151712489
371	0.9706403013	0.2149420668
372	0.9706971947	0.2147240617
373	0.9707643123	0.2146059102
374	0.9708568746	0.2143709702
375	0.9709076532	0.2142088146
376	0.9709671333	0.2141008867
377	0.9710268356	0.2138193444
378	0.9710868688	0.2136282741
379	0.9711143756	0.2135094206
380	0.9711964359	0.2133164501
381	0.9712291374	0.21317541
382	0.971323164	0.2128843687
383	0.9713498331	0.2127598459
384	0.9713969797	0.2125732808
385	0.9715062078	0.2123656809
386	0.9715805752	0.2121512898
387	0.9716552232	0.2119264914
388	0.9717309098	0.2117167319
389	0.9718149399	0.2114898681
390	0.9719216058	0.2113109226
391	0.9719590767	0.2111471925
392	0.9720471382	0.2109627581
393	0.9720893397	0.2107752413
394	0.9722291131	0.2104280377
395	0.9723107887	0.210226586
396	0.972408106	0.2100182591
397	0.9724457138	0.2099021208
398	0.9724894221	0.2097388753
399	0.9725460344	0.2095905991
400	0.9725897183	0.209341617
401	0.9726528956	0.2091253104
402	0.972728715	0.2089138895
403	0.9727689728	0.2087441218
404	0.9728194643	0.208566539
405	0.9728770611	0.2083923747
406	0.9729049455	0.2082675061
407	0.9730160524	0.2080523413
408	0.9730967041	0.2079077702
409	0.9731553689	0.2076820211
410	0.9732195528	0.2074927199
411	0.9733066182	0.2072724353
412	0.9733471733	0.2070981825
413	0.9734228993	0.2068435955
414	0.9734463743	0.2066852138
415	0.9734951746	0.2065311446
416	0.9735374738	0.2063524461
417	0.9736133743	0.206164798
418	0.9736504838	0.2060187587
419	0.9737169532	0.2058239316
420	0.9737747775	0.2055945261
421	0.9738391699	0.2054050679
422	0.9739118618	0.2051730861
423	0.9739655311	0.2049971437
424	0.9740407357	0.2047315396
425	0.9740884164	0.2045255175
426	0.974131075	0.2044090241
427	0.9741862343	0.2042303756
428	0.9742350913	0.2040420357
429	0.9742699461	0.2038905772
430	0.9743165195	0.2036977443
431	0.9744051402	0.2035037253
432	0.9744427882	0.2033251908
433	0.9745126483	0.2031975869
434	0.9745816728	0.202996749
435	0.9746549602	0.2027609284
436	0.9746987236	0.2025543434
437	0.974745442	0.2023885208
438	0.9747862759	0.2022194547
439	0.9748288592	0.2020550034
440	0.9748941696	0.2018660135
441	0.9749387165	0.2017323012
442	0.9749701047	0.2016008267
443	0.9750182776	0.2014414898
444	0.9750818496	0.201242296
445	0.9751621186	0.2010233841
446	0.9752033936	0.2008447778
447	0.9752431735	0.2006875851
448	0.9752737991	0.2006014368
449	0.9753159527	0.2004277175
450	0.9753418096	0.2003058411
451	0.9753895405	0.2001288756
452	0.9754283458	0.2000231443
453	0.975490787	0.1998645849
454	0.9755385992	0.1996562788
455	0.9755884317	0.1994920963
456	0.9756721333	0.1992697939
457	0.975719815	0.199107199
458	0.9757516424	0.1989780161
459	0.9757876017	0.1988397044
460	0.9758663225	0.1986465179
461	0.9759355109	0.1984675925
462	0.9759875571	0.1982639715
463	0.9760567273	0.1980982288
464	0.9760793745	0.1980394395
465	0.976104911	0.197856378
466	0.9761915938	0.1977084813
467	0.9762185293	0.1975880713
468	0.9762927125	0.1974550389
469	0.9763532403	0.1972960629
470	0.9763952125	0.197109951
471	0.9764750632	0.1969669816
472	0.9765272376	0.196817657
473	0.9765760087	0.1966343943
474	0.9765946287	0.1965522799
475	0.9766509594	0.1964082074
476	0.9766874143	0.1962338766
477	0.9767249516	0.1961107782
478	0.9767671476	0.1959395784
479	0.9768757412	0.1956986278
480	0.9769186382	0.1955254678
481	0.9769476528	0.1954042821
482	0.9770080035	0.1951931464
483	0.9770590345	0.1950391525
484	0.9771114022	0.1948878263
485	0.9771393815	0.1947836898
486	0.9772018332	0.1944697309
487	0.9772379609	0.1942887135
488	0.9772885279	0.1941388934
489	0.9773346344	0.1939804064
490	0.977359392	0.1938681432
491	0.9774028249	0.1937248099
492	0.9774760667	0.1934429083
493	0.9775129214	0.1932881354
494	0.9775649269	0.1931329663
495	0.9776139106	0.1929702554
496	0.9776417686	0.1928652937
497	0.9777139777	0.1927001974
498	0.9777620353	0.1925633215
499	0.9778003603	0.1924109702
500	0.9778257894	0.1922979531
501	0.9778598444	0.1921251481
502	0.9779246785	0.1919388268
503	0.9779793275	0.1917588366
504	0.9779932135	0.1916448019
505	0.9780255082	0.1915093677
506	0.9780620316	0.1913761376
507	0.9780882915	0.1912594281
508	0.9781362718	0.1910862868
509	0.9781711887	0.1909680625
510	0.9781986002	0.1908898155
511	0.9782340424	0.1908099776
512	0.9782900381	0.1905903464
513	0.9783358573	0.1904184974
514	0.978399714	0.190207853
515	0.9784278533	0.1900810292
516	0.9784702765	0.1899238116
517	0.978495133	0.1897971751
518	0.9785413633	0.1896654937
519	0.9785794489	0.1895166009
520	0.9786541343	0.189359673
521	0.9786888284	0.189211845
522	0.9787163286	0.1890887018
523	0.9787393505	0.1890143146
524	0.9788057501	0.188798395
525	0.9788751355	0.1886314366
526	0.9789512342	0.1884830203
527	0.9789914066	0.1883282048
528	0.97903302	0.1881814086
529	0.9790795316	0.1879979225
530	0.9791424728	0.1877430587
531	0.9792067615	0.1876106003
532	0.9792337616	0.1874717306
533	0.9792888522	0.1872753014
534	0.9793247969	0.187116229
535	0.9793579034	0.1869991158
536	0.9794068325	0.1867926585
537	0.979436498	0.1866719593
538	0.9794726708	0.1865088976
539	0.9795035032	0.1863893486
540	0.9795339425	0.1861674321
541	0.9795788327	0.1860083764
542	0.9796721312	0.1857965959
543	0.9797049706	0.1856604621
544	0.9797448602	0.1855480233
545	0.9798295169	0.1853703784
546	0.9798701493	0.1852516759
547	0.9798899582	0.1851397012
548	0.979908936	0.1850598015
549	0.9799613914	0.1849395647
550	0.9799919062	0.1848088275
551	0.9800208232	0.1847003029
552	0.9800661239	0.1845222839
553	0.9801286251	0.1843542005
554	0.980153635	0.1842427886
555	0.9801954597	0.1841360192
556	0.9802592909	0.1840143899
557	0.9803135706	0.1838833792
558	0.9803421166	0.1837647252
559	0.9803853091	0.1836137276
560	0.9804149685	0.1834655308
561	0.9804552663	0.1832621612
562	0.9804697794	0.1831897688
563	0.9804957872	0.1831196642
564	0.980518705	0.1829662198
565	0.9805973279	0.1827716996
566	0.9806286917	0.1826500737
567	0.9806634706	0.1825008387
568	0.9806877401	0.1824091776
569	0.9807277256	0.1822828534
570	0.9807633803	0.1821864206
571	0.9808556152	0.1819951239
572	0.9808919239	0.1818940904
573	0.9809098893	0.1817882094
574	0.980991184	0.1815531484
575	0.9810304935	0.1814003157
576	0.9810570739	0.1812467351
577	0.9810763811	0.1811636552
578	0.9811037429	0.1810330755
579	0.9811276522	0.1809159805
580	0.9811559628	0.1808099247
581	0.9811987079	0.1806404635
582	0.9812325824	0.1804504148
583	0.9813045728	0.1803073002
584	0.9813602583	0.1800872441
585	0.9814348871	0.1798386441
586	0.9815250311	0.1796590722
587	0.981602169	0.1794269667
588	0.981629617	0.1792824153
589	0.9816495969	0.179144077
590	0.9816814723	0.1790200468
591	0.9817117193	0.1788975491
592	0.9817602358	0.1788013008
593	0.9817975484	0.1786498919
594	0.9818281197	0.1785491999
595	0.9819140317	0.1783705776
596	0.981960485	0.1781933733
597	0.9819901375	0.1780793871
598	0.9820259278	0.177942732
599	0.9820485127	0.1778444081
600	0.982060368	0.1777437186
601	0.9821007401	0.1776287899
602	0.9821263059	0.1775404922
603	0.982146644	0.1774038947
604	0.9821949335	0.1771956919
605	0.9822925067	0.1770176122
606	0.9823137668	0.1769138515
607	0.9823831369	0.1767580518
608	0.9824361394	0.1766003026
609	0.9824877051	0.1764670971
610	0.9825229848	0.1762554248
611	0.9825727657	0.1761070217
612	0.9826417863	0.1758843376
613	0.9826869983	0.1757442906
614	0.9827154881	0.1756437835
615	0.9827489071	0.1754960413
616	0.9828006888	0.1753572657
617	0.9828416696	0.1752622236
618	0.9828627837	0.175148322
619	0.982916495	0.1750052235
620	0.9829554367	0.174814215
621	0.9830036424	0.1746781874
622	0.9830302222	0.1745677858
623	0.9830711669	0.174359686
624	0.9830984503	0.1742550683
625	0.9831407398	0.174116324
626	0.9831725176	0.1739529378
627	0.9831962515	0.1738213812
628	0.9832264115	0.1737251359
629	0.9832453825	0.1736379106
630	0.9833351658	0.173445307
631	0.9833548391	0.1733698226
632	0.9833907008	0.1732312857
633	0.983447008	0.1730763955
634	0.9834841927	0.1729851501
635	0.9834997035	0.1728774964
636	0.9835178803	0.1727737867
637	0.9835781187	0.1726270063
638	0.9836028876	0.1724793096
639	0.9836429851	0.172362859
640	0.9836849148	0.1722619009
641	0.9836988629	0.172119544
642	0.9837324265	0.1719927839
643	0.983786674	0.1718334182
644	0.9837972835	0.1717460933
645	0.9838247519	0.1716148587
646	0.9838623067	0.1715119129
647	0.983872987	0.1714513928
648	0.9839098514	0.1712953315
649	0.9839659938	0.1711662904
650	0.9839929137	0.1710707082
651	0.984009298	0.1709947022
652	0.9840391604	0.1708780565
653	0.9840750294	0.170792149
654	0.9841118451	0.170686571
655	0.9841315438	0.1705776669
656	0.9841851996	0.1703864259
657	0.9842073921	0.1702887166
658	0.9842441721	0.1701681607
659	0.9842715238	0.1700229802
660	0.9842992703	0.1699129766
661	0.9843391908	0.1698017569
662	0.9843600447	0.169651224
663	0.9843915795	0.1695273088
664	0.9844237607	0.1694071038
665	0.9844610837	0.169224624
666	0.9845054886	0.1690992553
667	0.9845449938	0.1689566449
668	0.9845856569	0.1687975278
669	0.9846191276	0.1686290606
670	0.9846497054	0.1685278593
671	0.9846685704	0.1684499675
672	0.984701334	0.1683376398
673	0.9847438311	0.168168248
674	0.9847757061	0.1680695067
675	0.9848312917	0.1679454231
676	0.9848506878	0.1678498653
677	0.9848787656	0.1677214124
678	0.9848985795	0.1676424425
679	0.984921277	0.1675392632
680	0.9849568488	0.1673980211
681	0.984972346	0.1673214436
682	0.9849950895	0.1672311548
683	0.9850686493	0.1670601268
684	0.98509071	0.1669633353
685	0.9851375766	0.1668028571
686	0.9851766093	0.166644493
687	0.985216735	0.1665363281
688	0.9852797982	0.1663910127
689	0.9852968149	0.1662965704
690	0.985354029	0.1661227295
691	0.9853668736	0.1659911916
692	0.9854011755	0.1659086376
693	0.9854201409	0.1658214257
694	0.9854693377	0.1656471151
695	0.9855073769	0.1655195644
696	0.9855419777	0.1654078537
697	0.985573928	0.1652313182
698	0.985627562	0.1651084537
699	0.9856516353	0.1649808398
700	0.9856854556	0.1648651675
701	0.9857077694	0.1647429398
702	0.9857480805	0.16464491
703	0.9857862391	0.1645115199
704	0.9858060852	0.1643665992
705	0.9858394761	0.1642342522
706	0.9858967633	0.1640765241
707	0.9859001807	0.163996971
708	0.9859242608	0.1639174835
709	0.9859457862	0.1637820491
710	0.9859714428	0.1636648223
711	0.9859903385	0.1635808482
712	0.9860218232	0.1634617109
713	0.9860506369	0.1633308893
714	0.9860799572	0.1632110719
715	0.9860962202	0.1631286311
716	0.9861178218	0.1629967337
717	0.9861367307	0.1628790121
718	0.9861602014	0.1627571651
719	0.9862023496	0.1625724508
720	0.9862297147	0.1624306601
721	0.9862521626	0.1623428476
722	0.9862982506	0.162220379
723	0.9863118886	0.1621469024
724	0.9863673891	0.1620082778
725	0.9864009995	0.1618590732
726	0.9864247562	0.1617133574
727	0.9864680944	0.1616048929
728	0.9864933358	0.161475475
729	0.9865411438	0.1613389175
730	0.9865572814	0.1612607672
731	0.9865945731	0.1611227968
732	0.9866149257	0.1610522541
733	0.9866446945	0.1609639973
734	0.9866660912	0.1608582719
735	0.9866978088	0.1607487448
736	0.9867164937	0.1606762584
737	0.9867778499	0.1605240184
738	0.9868243656	0.1603941361
739	0.9868580348	0.1602406795
740	0.9868966545	0.1600849245
741	0.986929808	0.1599436645
742	0.9869509031	0.15982224
743	0.9869701568	0.1597057855
744	0.9869827405	0.1595922494
745	0.9870091836	0.15948779
746	0.987037835	0.1593722689
747	0.9870552127	0.1592273211
748	0.987091008	0.1590573915
749	0.9871070283	0.1589319795
750	0.9871260647	0.1588256082
751	0.9871382716	0.1587333824
752	0.9871596001	0.1586035327
753	0.9871875119	0.1584782564
754	0.9872086161	0.1583648015
755	0.9872261924	0.1582886497
756	0.9872512279	0.1581663921
757	0.9872686118	0.1580659575
758	0.9872898589	0.1579532783
759	0.9873091136	0.1578891437
760	0.9873326903	0.1577992478
761	0.9873631203	0.1576809646
762	0.9873742668	0.1576380412
763	0.9873971589	0.1575277054
764	0.9874329567	0.1573889935
765	0.9874414206	0.1573085745
766	0.9874568835	0.1572715303
767	0.9874864498	0.1571564669
768	0.9875031897	0.1570466678
769	0.9875566951	0.1568763476
770	0.9875724267	0.156801702
771	0.9875916168	0.1566817035
772	0.9876301719	0.156572072
773	0.9876428098	0.1564971359
774	0.9876576241	0.1564097437
775	0.9876825609	0.156299767
776	0.9877090555	0.156202053
777	0.9877324597	0.1560997833
778	0.9877453743	0.1560072439
779	0.9877691538	0.155876015
780	0.9878035817	0.1557356256
781	0.9878356459	0.1556320815
782	0.9878560505	0.1555424804
783	0.9878821488	0.155407291
784	0.9878952669	0.1552976387
785	0.987907216	0.1551887729
786	0.9879553065	0.1550528938
787	0.9879877771	0.1549027456
788	0.988009667	0.1548030838
789	0.9880272416	0.1546924007
790	0.9880475841	0.1546091478
791	0.9880588154	0.1545144717
792	0.9880766814	0.1544030906
793	0.9880872171	0.154350136
794	0.9881088803	0.1542273333
795	0.9881274311	0.1540998699
796	0.9881657678	0.1539890939
797	0.9881905789	0.153904852
798	0.9882573508	0.1537213692
799	0.9882841124	0.1536179765
800	0.9883270449	0.1535314847
801	0.9883420034	0.1533938728
802	0.9883523238	0.1533238226
803	0.9883581541	0.1532746384
804	0.9883804773	0.1531717011
805	0.9884078692	0.1530703816
806	0.9884413871	0.1529854992
807	0.9884770887	0.1528542734
808	0.9884806402	0.1527782779
809	0.9884903457	0.1527317385
810	0.988526732	0.1526172037
811	0.9885455429	0.1525064533
812	0.9885682227	0.1523948651
813	0.9885972277	0.1522578886
814	0.9886138244	0.1521571346
815	0.9886362804	0.1520047205
816	0.9886555829	0.1518959781
817	0.9886929123	0.1517601297
818	0.9887207144	0.1516520893
819	0.9887466451	0.151569058
820	0.9887843091	0.1514642043
821	0.9888120649	0.1513270769
822	0.9888479484	0.1512215591
823	0.9888769308	0.1510820976
824	0.9888847081	0.1509763006
825	0.9889060653	0.1508651803
826	0.9889319907	0.1507510911
827	0.988948235	0.1506358858
828	0.9889635617	0.1505332446
829	0.9889816887	0.1504453655
830	0.9889924052	0.1503821186
831	0.9890046723	0.1503108764
832	0.9890221562	0.1502214106
833	0.9890464087	0.1500952648
834	0.9890642725	0.1500012606
835	0.9890844317	0.1499255041
836	0.989119279	0.1497860633
837	0.9891374767	0.1496817453
838	0.9891586708	0.149585192
839	0.9891992992	0.1494331199
840	0.989219522	0.1493552803
841	0.9892343347	0.1492856727
842	0.9892493708	0.1492255891
843	0.9892727561	0.1490944667
844	0.989305515	0.148964494
845	0.9893161141	0.1489048176
846	0.9893217937	0.148857942
847	0.9893298533	0.1488009151
848	0.9893402614	0.1487163253
849	0.9893665031	0.1485957903
850	0.9893950333	0.1484999005
851	0.9894256792	0.1483597908
852	0.9894463938	0.1482657656
853	0.9894602518	0.1481363839
854	0.9894724054	0.1480519599
855	0.9895089786	0.1479390997
856	0.9895335194	0.1478198323
857	0.9895536251	0.1476868903
858	0.989567789	0.1475512088
859	0.9895939179	0.1474460228
860	0.9896130187	0.1473284155
861	0.989628398	0.1472299411
862	0.9896404691	0.147113624
863	0.9896488684	0.1470570482
864	0.9896844481	0.1469652202
865	0.9896995226	0.1468549025
866	0.9897100951	0.1467786193
867	0.9897239381	0.1466902642
868	0.9897497204	0.1465663273
869	0.9897754793	0.1464333582
870	0.9897892824	0.1463745576
871	0.989798244	0.1463142155
872	0.9898196971	0.1462119701
873	0.9898287248	0.146165858
874	0.989858086	0.1460494423
875	0.9898658423	0.146007324
876	0.9899113577	0.1458671231
877	0.9899362575	0.1457802511
878	0.9899502722	0.145692746
879	0.9899660984	0.1456029095
880	0.9900286895	0.1454397567
881	0.9900488341	0.1453345925
882	0.990075609	0.145213498
883	0.9900793551	0.1451707171
